topic_id,rawg_tags,full_game_tags
Trombone_Champ,3d|cartoon|colorful|comedy|cute|experimental|funny|parody|partial controller support|rhythm|satire|singleplayer,card collection|casual|comedy|indie|intentionally awkward controls|music|music and rhythm|party|public domain|rhythm game
Unravel_Two,2 players|3d|action-adventure|atmospheric|cat|co-op|colorful|cute|family friendly|full controller support|local co-op|multiplayer|pixel graphics|remote play together|shared/split screen co-op|singleplayer|split screen|steam achievements|steam trading cards|toy,action|adventure|couch co-op|fantasy|jumping puzzle|kids|physics puzzles|platform|puzzle
Fatal_Frame,ghosts,adventure|alternate costumes|audio logs|boss fight|camera|death|female antagonist|female protagonist|ghostbusting|ghostly manifestation|ghosts|horror|human|innocent people die|jump scare moment|multiple endings|multiple gameplay perspectives|photography|survival|survival horror|tape recorder|tragic hero|xbox 360 backwards compatibility|yokai
Volcano_Princess,2d|anime|choices matter|choose your own adventure|cute|fantasy|female protagonist|hand-drawn|jrpg|life sim|medieval|multiple endings|rpg|singleplayer|steam achievements|steam cloud|story rich|time management|turn-based combat|протагонистка,drama|fantasy|indie|rpg|simulator|time management|turn based strategy
Hodgepodge_Hunch,card game|co-op|collectathon|controller|cross-platform multiplayer|deckbuilding|detective|full controller support|funny|investigation|multiplayer|mystery|online co-op|online pvp|party game|pixel graphics|psychological|pvp|roguelike|singleplayer|social deduction|steam achievements|steam cloud|survival|top-down,card & board game|party|simulator|strategy|werewolf
Dordogne,atmospheric|beautiful|cute|female protagonist|full controller support|hand-drawn|singleplayer|story rich|протагонистка,action|adventure|atmospheric|female protagonist|hand-drawn|indie|photography|story rich
"Cook,_Serve,_Delicious!",2d|4 player local|co-op|comedy|difficult|fast-paced|full controller support|gamemaker|local co-op|local multiplayer|management|singleplayer|split screen|steam achievements|steam cloud|steam leaderboards|steam-trading-cards|typing,action|business|capitalism|comedy|cooking|dating|day/night cycle|digital distribution|game title announcer|gibberish|in-game e-mail|indie|internet culture reference|kids|management|pizza|puzzle|restaurant|simulator|steam greenlight|steam trading cards|strategy|unlockables
"Love,_Ghostie",2d|conversation|cozy|cute|dating sim|family friendly|family sharing|full controller support|interactive fiction|lgbtq+|life sim|management|relaxing|romance|singleplayer|steam achievements|steam cloud|story rich|supernatural|visual novel|wholesome|романтика,comedy|conversation|cute|family friendly|indie|lgbtq+|management|romance|simulator|visual novel
Dragon_Ball_Z:_Kakarot,anime|open world|partial controller support|rpg|singleplayer|steam achievements|steam cloud,action|adventure|anime|fantasy|hack and slash|rpg|science fiction
Employee_of_the_Month,abstract|atmospheric|dark humor|exploration|first-person|full controller support|funny|horror|lore-rich|memes|multiple endings|nonlinear|old school|physics|psychedelic|singleplayer|stealth|steam achievements|survival horror|walking simulator|wrestling,adventure|horror|indie
Ogu_and_the_Secret_Forest,2d|action-adventure|controller|cute|early access|exploration|fantasy|full controller support|hand-drawn|nature|open world|pve|relaxing|singleplayer|steam achievements|steam cloud|story rich|top-down,2d|action|adventure|casual|exploration|fantasy|open world|puzzle|pve|relaxing
Puzzle_Together,3d|board game|building|co-op|colorful|conversation|cross-platform multiplayer|family friendly|free to play|in-app purchases|level editor|multiplayer|online co-op|singleplayer|tabletop|top-down|tutorial,indie|puzzle
Sengoku_Dynasty,3d|atmospheric|build|builder|city|co-op|colony sim|crafting|early access|exploration|explore|farm|fight|first-person|food|full controller support|historical|history|japan|life sim|map|melee|multiplayer|nature|ninja|online co-op|open world|romance|rpg|sandbox|simulator|singleplayer|solo|steam cloud|story|story rich|town|village|war|weapons,adventure|controller support|simulator|survival
Cry_of_Fear,atmospheric|co-op|first-person|fps|free to play|horror|mod|multiplayer|online co-op|psychological|singleplayer|steam cloud|survival|survival horror|valve anti-cheat enabled|zombies,4 player co-op|action|adventure|cat|digital distribution|free to play|horror|indie|jump scare moment|mod origin|multiple endings|shooter|steam|steam cloud|steam greenlight|survival horror|thriller|valve anti-cheat|wasd movement
Potionomics,anime|capitalism|card game|crafting|dating sim|deckbuilding|fantasy|female protagonist|lgbtq+|life sim|management|resource management|romance|rpg|singleplayer|steam achievements|steam cloud|steam trading cards|time management|wholesome|протагонистка|романтика,anime|business|fantasy|indie|magic|management|rpg|simulator|strategy
Ultimate_Chicken_Horse,2d|4 player local|co-op|combo-coop|competitive|controller|cross-platform multiplayer|cute|difficult|full controller support|funny|great soundtrack|level editor|local co-op|local multiplayer|multiplayer|online co-op|online multiplayer|parkour|party|singleplayer|split screen|steam achievements|steam cloud|steam-trading-cards,2d platformer|action|adventure|arcade|available on - luna plus|cartoony|casual|comedy|controller support|cross-platform multiplayer|cross-play|cute|difficult|digital distribution|family friendly|funny|humble bundle|indie|level editor|local multiplayer|online multiplayer|parkour|party|pax east 2016|pax east 2017|pax prime 2015|platform|precision platforming|racing|shooter|split-screen multiplayer
The_Strongest_TOFU,2d|2d platformer|2d-платформер|abstract|comedy|cooking|cute|family sharing|full controller support|funny|minimalist|physics|precision platformer|side scroller|singleplayer|steam achievements|steam cloud|кулинария,2d|2d platformer|abstract|action|action-adventure|adventure|bird|casual|character select screen|comedy|cooking|countdown timer|cute|food|funny|indie|minigame|minigames|minimalist|ocean|physics|platform|precision platforming|shark|side-scrolling|time attack|timer
The_Plucky_Squire,2d|2d platformer|2d-платформер|3d|3d platformer|action-adventure|battle|book|cartoony|combat|controller|cute|family friendly|family sharing|fantasy|friends|full controller support|hero|jetpack|puzzle platformer|puzzles|singleplayer|steam achievements|steam cloud|story,2d platformer|3d|action|adventure|cartoony|controller support|fantasy|kids|multiple gameplay perspectives|platform|puzzle|steam achievements|steam cloud|steam deck|steam families|the game awards - best debut indie game - nominee|the game awards - best family game - nominee|xbox controller support for pc
Marfusha,2.5d|2d|action roguelike|anime|character customization|cute|dystopian|female protagonist|nudity|pixel graphics|roguelite|score attack|side scroller|singleplayer|steam achievements|steampunk|протагонистка,action|anime|dystopian|fantasy|female protagonist|indie|shooter|twin stick control|warfare
Melatonin,2d|colorful|comedy|controller|cute|full controller support|hand-drawn|includes level editor|music|music-based procedural generation|remote play on tv|rhythm|score attack|singleplayer|steam achievements|steam cloud|surreal,action|arcade|comedy|cute|hand-drawn|indie|music|music and rhythm|puzzle|score attack|surreal
Mortuary_Assistant,3d|atmospheric|creepy|dark|demons|exploration|female protagonist|first-person|full controller support|hidden object|horror|medical sim|multiple endings|mystery|realistic|singleplayer|steam achievements|supernatural|surreal|thriller|протагонистка,adventure|atmospheric|dark|demons|exploration|hidden object|horror|indie|medical|mystery|puzzle|realism|simulator|surreal|thriller
One_Piece_Odyssey,3d|action rpg|action-adventure|anime|cartoony|colorful|comedy|compat. total com controle|conquistas steam|exploration|funny|jrpg|mystery|nuvem steam|open world|party-based rpg|pirates|rpg|singleplayer|story rich|third person|turn-based combat|um jogador,action|adventure|anime|based on - anime|comedy|fantasy|jrpg|mystery|open world|party-based|pirate|rpg|turn-based rpg
Tribe_Nine,2d|3d|action rpg|anime|cyberpunk|dark|dark humor|difficult|fantasy|free to play|full controller support|in-app purchases|jrpg|pixel graphics|pve|rpg|singleplayer|souls-like|story rich,action|cyberpunk|rpg
Whisper_Mountain_Outbreak,dark|escape|fight|friends|health|horde|horror|madness|mining|monsters|multiplayer|puzzles|pve|race|secrets|story|town|waves|weapons|work,2.5d|action|adventure|horror|indie|lovecraftian|nextfest june 2025|pve|survival|tactical
Darkwater,action-adventure|co-op|early access|exploration|family sharing|first-person|funny|horror|multiplayer|naval|naval combat|online co-op|procedural generation|pve|resource management|singleplayer|steam achievements|steam cloud|submarine|survival|survival horror|underwater|флот,action|adventure|indie|rpg|strategy
ao_oni,vive,adventure|anime|hide and seek|horror|indie|manga|persistent enemy|puzzle|survival|survival horror
Gran_Saga,3d|anime|cinematic|class-based|co-op|combat|crafting|cross-platform multiplayer|fantasy|jrpg|lore-rich|magic|mmo|mmorpg|multiplayer|online pvp|pve|pvp|rpg|story rich|team-based,action|adventure|open world|rpg|sandbox|strategy
Heave_Ho,coop|full controller support|local co-op|local multiplayer|singleplayer|split screen|steam achievements,action|adventure|arcade|comedy|indie|kids|platform|previously on - pc gamepass|strategy
Cake_Bash,3d|full controller support|local multiplayer|multiplayer|split screen|steam achievements|steam cloud,action|arcade|fighting|funny|hack and slash|indie|kids|party|previously on - stadia pro|pvp
Satisfactory,base building|building|co-op|multiplayer|online co-op|online multiplayer|open world|partial controller support|resource management|sandbox|singleplayer|steam achievements|steam cloud,adventure|base building|crafting|factory|indie|open world|sandbox|science fiction|simulator|strategy
Sudocats,2d|ambient|cartoony|cats|colorful|cute|education|family friendly|hand-drawn|instrumental music|logic|memes|minimalist|mouse only|relaxing|singleplayer|steam achievements|stylized|котики,card & board game|educational|hand-drawn|puzzle|sudoku
SaGa_Frontier,singleplayer,adventure|backwards compatibility|battle screen|bow and arrow|branching storyline|digital distribution|fan translation - spanish|fantasy|generation shift|heroic sacrifice|jrpg|kill quest|moral decisions|multiple endings|multiple protagonists|multiple storylines|non-linear storytelling|party-based combat|playstation network|playstation tv support|psone classics|rpg|sandbox|shopping|skill tree|surprising character switches|timeskip|turn-based
Genital_Jousting,co-op|comedy|cute|early access|full controller support|funny|gore|great soundtrack|illuminati|local co-op|local multiplayer|mature|memes|multiplayer|nsfw|nudity|online multiplayer|sexual content|split screen|story rich,action|comedy|controversy|game jam|indie|nudity|online|party|platform exclusive|pre-release public testing|sexual content|steam
Out_of_Sight,2d|3d|action-adventure|aliens|atmospheric|co-op|co-op campaign|controller|custom volume controls|dark|emotional|exploration|family sharing|female protagonist|full controller support|hidden object|horror|immersive|linear|local co-op|multiplayer|mystery|ninja|old school|realistic|relaxing|remote play on phone|remote play on tablet|remote play on tv|remote play together|sci-fi|shared/split screen co-op|singleplayer|split screen|stealth|steam achievements|steam cloud|steam leaderboards|stereo sound|stylized|tactical|top-down|протагонистка,adventure|horror|indie|mystery|puzzle
Dogs_Organized_Neatly,2d|atmospheric|cartoony|colorful|comedy|cute|dog|family friendly|funny|hand-drawn|memes|minimalist|relaxing|singleplayer|steam achievements|steam cloud|stylized,2d|animals|atmospheric|card & board game|cartoon|cartoony|colorful|comedy|cozy|cute|dog|dogs|family friendly|funny|hand-drawn|indie|logic puzzle|memes|minimalist|puzzle|relaxing|stylized|wholesome
Waterpark_Simulator,atmospheric|comedy|experimental|first-person|full controller support|funny|memes|modern|nudity|realistic|singleplayer|steam achievements|stylized|walking simulator,mature|nsfw|nudity|simulator
Gathering,3d|controller|family friendly|family sharing|funny|multiplayer|online pvp|party game|pvp|score attack,action|arcade|casual|comedy|funny|indie|mario party|pvp|racing|shooter
Inverted_Angel,2d|2d platformer|2d-платформер|anime|artificial intelligence|atmospheric|choices matter|choose your own adventure|comedy|cute|drama|family sharing|immersive sim|interactive fiction|logic|multiple endings|mystery|romance|singleplayer|steam achievements|story rich|text-based|романтика,adventure|indie|steam achievements|steam families
GONE_Fishing,3d|atmospheric|co-op|dark|early access|family sharing|first-person|fishing|hentai|horror|multiplayer|nature|online co-op|singleplayer|steam achievements|survival horror|хентай,action|adventure|indie|nextfest june 2025
Lorelei_and_the_Laser_Eyes,3d|action-adventure|dark fantasy|exploration|family sharing|female protagonist|full controller support|horror|mystery|psychological|singleplayer|steam achievements|steam cloud|steam trading cards|story rich|stylized|протагонистка,action|adventure|female protagonist|indie|puzzle
Patapon,exclusive,abstract|action|anthropomorphism|boss fight|bow and arrow|comedy|cooking|cross genre|day/night cycle|digital distribution|fictional currencies|minigames|music|music and rhythm|no game pause|non-humanoid protagonist|original soundtrack release|playstation experience 2016|playstation tv support|post-credits plot twist|real time strategy|side-scrolling|strategy|vore
Wobbly_Life,co-op|early access|funny|multiplayer|online co-op|partial controller support|party|physics|sandbox|shared/split screen co-op|singleplayer|split screen|steam cloud,action|adventure|comedy|indie|kids|physics|puzzle|rpg|sandbox|simulator
little_nightmares,2.5d|achievements|atmospheric|controller support|dark|female protagonist|full controller support|great soundtrack|horror|puzzle-platformer|short|singleplayer|stealth|steam achievements|steam cloud|steam-trading-cards|story rich|survival horror|third person,2.5d|3d|abstract|achievements|action|adventure|atmospheric|dark|fantasy|female protagonist|horror|humble bundle|indie|platform|previously on - stadia pro|psychological horror|psychological thriller|puzzle|puzzle platformer|short|single-player only|steam|steam achievements|steam cloud|steam trading cards|story rich|survival|survival horror|thriller|xbox controller support for pc
Case_of_the_Mysterious_Death_of_Keiko_Haraeda,1990s|3d|dark|exploration|first-person|horror|mystery|retro|singleplayer|walking simulator,indie
Pacify,co-op|cross-platform multiplayer|full controller support|horror|multiplayer|online co-op|online multiplayer|pvp|singleplayer|steam achievements|steam leaderboards|survival horror,action|adventure|creepy|horror|indie|paranormal|psychological horror|scary|simulator|strategy|survival horror
Luma_Island,agriculture|building|character customization|co-op|crafting|cute|exploration|family sharing|fantasy|farming|farming sim|fishing|full controller support|mining|multiplayer|online co-op|open world|rpg|singleplayer|stats|steam achievements|steam cloud,adventure|controller support|crafting|cute|fantasy|farming|fishing|indie|open world|rpg|steam achievements|steam cloud|steam deck|steam families|xbox controller support for pc
Police_Simulator,car|city|crime|friends|gun|neon|pack|police|prison|simulator|vaporwave,crime|management|simulator
Pikuniku,2d|co-op|full controller support|local co-op|local multiplayer|multiplayer|singleplayer|split screen|stats|steam achievements|steam cloud|steam-trading-cards,action|adventure|digital distribution|indie|pax west 2017|platform|previously on - stadia pro|puzzle|weird
Contraband_Police,singleplayer,1980s|3d|achievements|action|adult protagonist|adventure|alcohol|animals|axe|bicycle|bombs|brutality|buy and sell|car chase|cars|chicken|church|cloud saves|computer|controller support|corrupt government|corruption|cow|day/night cycle|death|detective|driving|drugs|dualsense support for pc|dualshock 4 support for pc|explosion|explosive|explosives|forest|game with chapters|gangs|goat|graveyard|gun|health|housing|indie|job simulator|jumping|knife|level up|leveling|leveling up|mail|male protagonist|money|murder|news|newspaper|office|office equipment|physics|police|police chase|police simulator|political|political simulation|pve|ragdoll physics|rebellion|rebels|repair|shooter|simulator|sleeping|smoking|smuggling|sneaking mission|spot the difference|stalker|stealth|steam achievements|steam cloud|steam deck|steam families|text dialogue|the 1980s|trucks|upgradable equipment|upgrade|upgradeable vehicles|upgrades|violence|voice acting|woodland|xbox controller support for pc
Omega_Crafter,3d|automation|building|city builder|co-op|crafting|early access|exploration|family sharing|multiplayer|online co-op|open world|open world survival craft|procedural generation|pve|rpg|sandbox|singleplayer|survival|автоматика,action|adventure|automation|controller support|indie|open world|rpg|simulator|steam achievements|steam families|survival|xbox controller support for pc
Morodashi_Sumo,3d|3d fighter|3d platformer|3d-файтинг|character customization|comedy|comic book|esports|funny|local multiplayer|multiplayer|nudity|online pvp|partial controller support|physics|pve|pvp|singleplayer|top-down,action|indie|sport
SOMA,atmospheric|first-person|full controller support|gore|great soundtrack|horror|moddable|robots|sci-fi|singleplayer|stealth|steam achievements|steam cloud|steam workshop|steam-trading-cards|story rich|survival|survival horror|underwater|walking simulator,action|adventure|aquatic|atmospheric|audio logs|backtracking|bloody|camera|car accident|color separation|context sensitive|corpse|countdown timer|crab|crane puzzle|darkness|evolving title screen|fake glitch|fake in-game advertising|famous quotes|first-person platforming|flash drive|foreshadowing|ghostly manifestation|guided by radio|horror|in-game e-mail|inconvenient malfunction|indie|jump scare moment|male protagonist|moral decisions|mouse|mystery|non-player character|nudity|outside of the map|playing cards|plot twist|polygonal 3d|post-apocalyptic|profanity|puzzle|robots|science fiction|scripted events|shark|single-player only|sprinting mechanics|stealth|steam|steam achievements|steam cloud|steam workshop|surveillance camera|survival horror|time limit|underwater|vent crawling|vision obstruction|voice acting|wasd movement|white noise
Romancing_SaGa,character,anime|battle screen|branching storyline|fan translation|fantasy|japan only|jrpg|kill quest|level scaling|manga|moral decisions|multiple endings|multiple protagonists|multiple storylines|non-linear storytelling|open world|party-based combat|rpg|sandbox|selective invincibility|skill tree|trilogy|turn-based|virtual console|wii virtual console
Dredge,3d|action rpg|atmospheric|exploration|fishing|full controller support|horror|inventory management|lovecraftian|mystery|open world|psychological|rpg|sailing|singleplayer|steam achievements|steam cloud|steam trading cards|story rich|stylized|survival horror,3d|action|adventure|apple design awards|available on - luna gog|available on - luna plus|boat|digital distribution|exploration|fishing|horror|lovecraftian|mystery|open world|physical release|previously on - prime gaming|psychological|psychological horror|rpg|sailing|simulator|steam achievements|story rich|stylized|trawling|upgradable equipment
Toy_Shop_Simulator,3d|automation|building|capitalism|driving|early access|economy|family sharing|first-person|immersive sim|inventory management|life sim|management|realistic|resource management|sandbox|singleplayer|trading|автоматизация,ai-generated artwork|business|indie|simulator|strategy
"Ship,_Inc.",2d|adjustable difficulty|camera comfort|colorful|cozy|custom volume controls|cute|family friendly|family sharing|hidden object|hobby sim|job simulator|life sim|management|mouse only option|playable without timed input|point and click|qte|quick-time events|relaxing|remote play together|replay value|sandbox|save anytime|singleplayer|steam achievements|steam cloud|steam leaderboards|stereo sound|wholesome,indie|nextfest june 2025|simulator|strategy
Lost_Egg,singleplayer,adventure|indie
Just_Grill_the_Steak!,3d|controller|cooking|family sharing|full controller support|immersive sim|modern|physics|point and click|relaxing|score attack|singleplayer|steam achievements|steam cloud|time management|кулинария,cooking|simulator
Universe_Sandbox,atmospheric|education|exploration|free to play|funny|god game|physics|sandbox|sci-fi|science|singleplayer|space|stats|steam achievements|steam-trading-cards|vr,digital distribution|educational|indie|kids|open world|pax prime 2014|pax prime 2015|physics|sandbox|simulator|space
Ape_Escape,multiplayer|singleplayer,action|adapted to - anime|amnesia|anime|anthropomorphism|backwards compatibility|boss fight|collectibles|collecting|digital distribution|dinosaurs|easter egg|greatest hits|human|mind control|minigames|monkey|moving platforms|multiple endings|original soundtrack release|platform|playstation network|playstation tv support|playstation underground|pocketstation support|polygonal 3d|psone classics|rc vehicle|second person perspective|spiky-haired protagonist|time travel|time trials|voice acting|vore
Project_Zomboid,2d|building|co-op|controller support|crafting|cross-platform multiplayer|early access|in development|isometric|multiplayer|open world|partial controller support|post-apocalyptic|real-time with pause|realistic|rpg|sandbox|singleplayer|split screen|steam-trading-cards|survival|survival horror|zombies,21st century|2d|atmospheric|base defense|base management|bloody|building|challenging|combat|cooking|crafting|dark|day/night cycle|death|difficult|digital distribution|exploration|horror|indie|loot gathering|open world|permadeath|post-apocalyptic|procedural generation|realism|resource management|rpg|sandbox|scavenging|simulation|simulator|steam|steam greenlight|survival|undead|weapons|zombie apocalypse|zombie survival|zombie virus|zombies
Withering_Rooms,2.5d|2d|action roguelike|early access|female protagonist|horror|mystery|partial controller support|procedural generation|singleplayer|stealth|протагонистка,action|adventure|horror|indie|rpg|soulslike|survival horror
Raid:_Shadow_Legends,3d|arena|asynchronous multiplayer|battle|collect|combat|creature collector|cross-platform multiplayer|dark fantasy|demons|dragons|dungeon|epic|fantasy|fight|in-app purchases|isometric|loot|mmo|multiplayer|mythology|online pvp|party|party-based rpg|pve|pvp|rpg|singleplayer|story|tactical rpg|train|turn based strategy|turn-based|turn-based combat|unique,action|fantasy|gacha|rpg|strategy|turn based strategy
Lost_But_Found,choices matter|colorful|cute|economy|family friendly|family sharing|hand-drawn|hidden object|immersive sim|job simulator|life sim|point and click|qte|quick-time events|relaxing|remote play together|replay value|roguelike|singleplayer|steam achievements|steam cloud|steam leaderboards|trading|wholesome,business|casual|hidden object|indie|inventory management|puzzle|simulator|sorting|strategy
Blood_Typers,atmospheric|co-op|co-op campaign|combat|dark humor|exploration|family sharing|horror|inventory management|multiplayer|old school|online co-op|procedural generation|pve|singleplayer|steam cloud|survival horror|third person|typing|word game|zombies,action|adventure|horror|indie
Chained_Together,3d platformer|action-adventure|choices matter|co-op|controller|emotional|exploration|family sharing|funny|multiplayer|mystery|online co-op|open world|partial controller support|physics|post-apocalyptic|puzzle platformer|remote play together|shared/split screen co-op|singleplayer|split screen|surreal|third person|постапокалипсис,adventure|climbing|foddian|hell|indie|link|simulator
The_Pedestrian,kickstarter|puzzle-platformer|side scroller|singleplayer,adventure|crowdfunding - kickstarter|digital distribution|indie|pax east 2016|platform|puzzle
Ranch_Simulator,singleplayer,driving|economy|farming|open world|relaxing|sandbox|simulator
Gnosia,anime|partial controller support|psychological|sci-fi|singleplayer|social deduction|space|steam achievements|steam trading cards|story rich|visual novel,adventure|indie|mystery|rpg|science fiction|visual novel
ibb_&_obb,2d|co-op|cross-platform multiplayer|cute|difficult|family friendly|full controller support|great soundtrack|local co-op|multiplayer|online co-op|puzzle-platformer|split screen|steam achievements|steam cloud|steam leaderboards|steam-trading-cards,abstract|action|adventure|digital distribution|gamescom 2011|gravity|indie|online|platform|playstation plus|psn play|puzzle|puzzle platformer|steam|steam achievements|steam cloud|steam leaderboards|steam trading cards
Get_To_Work,3d|3d platformer|action-adventure|america|building|capitalism|comedy|dark comedy|dark humor|difficult|dynamic narration|family sharing|full controller support|funny|narration|precision platformer|realistic|singleplayer|steam achievements|steam cloud|third person,action|adventure|platform|racing
Backseat_Drivers,cows|diaster|driving|low-poly|talk|talking|town|typing,comedy|drama|indie|nextfest june 2025|online coop|party|racing|simulator|strategy|vehicle simulation
Borderlands,action rpg|co-op|comedy|dark humor|first-person|fps|funny|gore|local co-op|loot|multiplayer|online co-op|open world|partial controller support|post-apocalyptic|rpg|sci-fi|singleplayer|steam achievements|steam cloud,action|auto-saving|black market|canonical death|developer voice acting|downloadable content|games with gold|humble bundle|military|open world|playstation now|playstation plus|playstation trophies|post-apocalyptic|previously on - utomik|rpg|rpg elements|science fiction|shooter|side quests|xbox one backwards compatibility
Balatro,2d|card battler|card game|choices matter|deckbuilding|difficult|full controller support|pixel graphics|procedural generation|relaxing|replay value|roguelike|roguelike deckbuilder|roguelite|singleplayer|steam achievements|steam cloud|turn based strategy|turn-based,available on - apple arcade|card & board game|clowns|collaboration|collecting card game - ccg|indie|poker|roguelike|strategy|the game awards - best debut indie game - winner|the game awards - best game direction - nominee|the game awards - best independent game - winner|the game awards - best mobile game - winner|the game awards - game of the year - nominee|turn based strategy
Dinkum,agriculture|building|co-op|crafting|exploration|online co-op|open world|partial controller support|relaxing|rpg|sandbox|singleplayer|steam achievements,action|adventure|crafting|farming simulator|fishing|indie|life simulation|open world|rpg|sandbox|simulator
Lethal_Company,action-adventure|aliens|atmospheric|co-op|dungeon crawler|early access|exploration|first-person|horror|multiplayer|online co-op|partial controller support|perma death|procedural generation|pve|realistic|sci-fi|singleplayer|survival horror|time management,4 player co-op|absurd|action|action roguelike|alien world|aliens|comedy|corporation|dark humor|die and retry|dystopian|exploration|horror|indie|looter|monsters|psychological horror|retro future|roguelike horror|science fiction|space ship|survival horror
Split_Fiction,3d platformer|action-adventure|cartes à échanger steam|co-op|co-op campaign|compat. contrôleurs complète|coop locale et écran partagé|coopération|coopération en ligne|fantasy|female protagonist|hdr disponible|lgbtq+|local co-op|local multiplayer|multijoueur|multijoueur multiplateforme|multiplayer|online co-op|partage familial|political|politics|remote play together|sci-fi|sexual content|sous-titres disponibles|split screen|steam cloud|story rich|succès steam|third person|écran partagé|протагонистка,action|adventure|controller support|couch co-op|cross-platform|dragons|fantasy|local co-op|local multiplayer|online coop|platform|puzzle|science fiction|steam deck
"Little_Kitty,_Big_City",3d|3d platformer|cartoony|cats|colorful|comedy|cozy|cute|exploration|family friendly|family sharing|full controller support|funny|nonlinear|open world|sandbox|singleplayer|steam achievements|steam cloud|stylized|wholesome|дети|котики,3d|adventure|cats|character customization|comedy|controller recommendation|controller support|cozy|crow|cute|dualsense support for pc|dualshock 4 support for pc|duck|exploration|family friendly|funny|indie|kids|metroidvania|open world|photo mode|physics|steam achievements|steam cloud|tanuki|wholesome|xbox controller support for pc
Delta_Force,3d|action-adventure|classic|co-op|cross-platform multiplayer|extraction shooter|fps|free to play|in-app purchases|looter shooter|military|mmo|multiplayer|online co-op|online pvp|open world|pvp|singleplayer|survival|tactical|war|лутер-шутер,action|extraction shooter|free to play|military|modern military|nextfest october 2024|shooter|tactical|war|warfare
ROUTINE,atmospheric|first-person|gore|horror|sci-fi|singleplayer|survival|survival horror,action|shooter
The_Cabin_Factory,3d|atmospheric|choices matter|choose your own adventure|dark|family sharing|female protagonist|first-person|full controller support|horror|immersive sim|logic|realistic|singleplayer|steam achievements|steam cloud|survival horror|walking simulator|протагонистка,adventure|horror|indie|mild horror|psychological horror|puzzle|scary|simulator|spot the difference|survival
PICO_PARK,co-op|cute|full controller support|local co-op|local multiplayer|multiplayer|online co-op|puzzle platformer|retro|shared/split screen co-op|split screen|steam-trading-cards,action|indie|puzzle
Manny's,3d|atmospheric|cinematic|dark comedy|exploration|first-person|fishing|horror|mystery|realistic|singleplayer|stealth|steam achievements|steam cloud|supernatural|surreal|survival horror|thriller|visual novel|walking simulator,action|adventure|comedy|horror|indie|survival
Deadlock,2d|building|early access|minimalist|resource management|singleplayer|steam achievements|steam cloud|steam leaderboards|top-down|vr,action|indie|science fiction|shooter|vr only
Dave_the_Diver,2.5d|action-adventure|combat|early access|exploration|full controller support|management|pixel graphics|rpg|singleplayer|steam achievements|steam cloud|story rich|underwater,2d|achievements|action|adult protagonist|adventure|agriculture|animated cutscenes|available on - luna plus|boat|boss fight|business|cloud saves|controller support|cooking|crab|crafting|diving|dualsense support for pc|dualshock 4 support for pc|exploration|farming|farming simulator|fish|fishing|food|funny|giant monsters|giant squid|harpoon|knife|loot gathering|male protagonist|management|mermaid|money|monsters|ocean|octopus|otaku|pixel art|pixel art game|pixel graphics|resource gathering|resource management|restaurant|restaurant management|roguelite|rpg|shark|simulation|simulator|spear fishing|steam achievements|steam cloud|steam deck|steam families|steam trading cards|story driven|story rich|sushi|time management|transport|underwater|underwater gameplay|upgradable equipment|upgradable weapons|upgrade|upgradeable weapons|upgrades|xbox controller support for pc
ULTRAKILL,blood|demons|destruction|difficult|early access|fast-paced|first-person|fps|gore|linear|old school|replay value|robots|sci-fi|silent protagonist|singleplayer|steam cloud|violent,action|arcade|arena shooter|available on - luna plus|bloody|challenges|endless mode|explorable world|fantasy|fast paced|great soundtrack|indie|level selection|old school|platform|post-apocalyptic|ps1 style|religious themes|retro arcade shooter|robot protagonist|robots|rock music|science fiction|shooter|silent protagonist|slow-motion|spectacle fighter|stylized|weapon modification
PlateUp,4 player local|action roguelike|base building|building|co-op|controller|cooking|cute|full controller support|funny|local co-op|management|multiplayer|online co-op|procedural generation|remote play on tv|remote play together|roguelike|roguelite|shared/split screen co-op|singleplayer|split screen|steam achievements|steam cloud|top-down|кулинария,3d|4 player co-op|action|baking|business|business simulation|chef|cooking|dungeon management|indie|management|party|pizza|play with friends|restaurant|roguelite|simulator|stickman|store management|strategy|teamwork|turkey|twitch integration
Judgment,3d|3d fighter|3d-файтинг|action-adventure|beat em up|cinematic|conspiracy|crime|dark|detective|drama|foreign|full controller support|gambling|hack and slash|investigation|logic|martial arts|realistic|singleplayer|steam achievements|steam cloud|third person,action|adventure|dating|detective|detective mode|drama|japan|mahjong|martial arts|murder mystery|mystery|rpg|side quests|thriller
Shady_Part_of_Me,3d platformer|atmospheric|female protagonist|linear|partial controller support|physics|psychological|short|singleplayer|steam achievements,action|adventure|female protagonist|indie|platform|puzzle|rpg
Coffee_Talk,communication|full controller support|other|singleplayer|steam achievements|steam cloud,adventure|fantasy|indie|narrative-driven|previously on - utomik|simulator|story driven|visual novel
PowerWash_Simulator,feel good|first-person|meditation|mental health|realistic|relaxing|short|singleplayer|unity,3d|atmospheric|business|colorful|cozy|family friendly|funny|immersive|indie|previously on - horizon plus|realism|relaxing|sandbox|simulator|story rich|wholesome
